EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceFG2A,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyCorner3FGA,PenaltyFG3A,SecondChanceTurnovers,3SecondViolations,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,ShortMidRangeAssists,Offensive Fouls Drawn,ShortMidRangePctAssisted,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,SelfOReb,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LostBallTurnovers,Travels,ShortMidRangePctBlocked,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Charge Fouls,BlockedCorner3,PtsUnassisted3s,HeaveAttempts,LongMidRangePctBlocked,team_id,year,season,team_vs
1626156-1626178-1626203-1627747-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Caris LeVert, Joe Harris","Russell, Hollis-Jefferson, Graham, LeVert, Harris",1626156-1626178-1626203-1627747-203925,BKN,128.0,1,2.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,1.0,1.5,1.1666666666666667,1.0,1.0,0.5,1.0,78.75,14.75,23.0,14.75,18.666666666666668,1.0,1.0,1.0,1.0,1.0,1.0,0.5562,0.6666666666666666,1.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1626203-203915-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Treveon Graham, Spencer Dinwiddie, Joe Harris","Russell, Hollis-Jefferson, Graham, Dinwiddie, Harris",1626156-1626178-1626203-203915-203925,BKN,53.0,1,1.0,-2.0,2.0,2.0,4.0,,,,,,,2.0,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,108.67924528301887,13.5,13.0,13.5,13.0,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-201162-201960,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Jared Dudley, DeMarre Carroll","Russell, Hollis-Jefferson, LeVert, Dudley, Carroll",1626156-1626178-1627747-201162-201960,BKN,84.0,1,1.0,-1.0,3.0,4.0,7.0,,,,,,6.0,7.0,,,,,2.0,,4.0,1.0,1.0,1.0,,,,,,,,6.0,,,,1.0,1.0,,1.0,1.0,1.0,120.00000000000001,13.333333333333334,11.0,13.333333333333334,9.0,,,,,0.3333333333333333,,0.40116666666666667,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,9.566666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-201960-203915,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, DeMarre Carroll, Spencer Dinwiddie","Russell, Hollis-Jefferson, LeVert, Carroll, Dinwiddie",1626156-1626178-1627747-201960-203915,BKN,543.0,2,9.0,19.0,18.0,18.0,36.0,2.0,3.0,3.0,6.0,,29.0,10.0,9.0,3.0,2.0,3.0,9.0,2.0,21.0,,11.0,12.0,,,3.0,,3.0,,,29.0,1.0,0.5,0.5,0.7631578947368421,0.7631578947368421,0.3157894736842105,,0.9090909090909091,,95.4696132596685,14.277777777777779,15.88888888888889,14.277777777777779,15.833333333333334,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.7368421052631579,0.6666666666666666,0.5458236842105263,,,24.433333333333334,,10.0,,,,1.0,1.0,,6.0,8.0,3.0,3.0,1.0,2.0,10.0,13.0,12.0,8.0,6.0,5.0,1.0,0.6,0.6,0.7692307692307693,0.42105263157894735,0.75,1.0,0.8333333333333334,0.15789473684210525,1.0,1.0,0.10526315789473684,0.5,0.5,1.0,5.515384615384615,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,0.15384615384615385,0.25,1.0,0.3333333333333333,0.16666666666666666,0.5,1.0,1.0,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,1.0,0.7483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-201960-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, DeMarre Carroll, Joe Harris","Russell, Hollis-Jefferson, LeVert, Carroll, Harris",1626156-1626178-1627747-201960-203925,BKN,54.0,1,1.0,,2.0,3.0,5.0,,,,,2.0,2.0,2.0,,,,,,,,1.0,2.0,2.0,,1.0,2.0,,1.0,2.0,1.0,2.0,,,,,1.0,,1.0,0.6666666666666666,1.0,133.33333333333334,8.0,12.666666666666666,8.0,12.666666666666666,,,,,,,,1.0,1.0,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626178-1627747-203915-203925,1610612751,"D'Angelo Russell, Rondae Hollis-Jefferson, Caris LeVert, Spencer Dinwiddie, Joe Harris","Russell, Hollis-Jefferson, LeVert, Dinwiddie, Harris",1626156-1626178-1627747-203915-203925,BKN,73.0,1,1.0,6.0,3.0,2.0,5.0,,,,,1.0,7.0,1.0,,,,,2.0,,4.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,7.0,,,,1.0,1.1666666666666667,,1.0,1.0,1.0,98.63013698630138,14.666666666666666,14.5,14.666666666666666,14.5,,,,,1.0,,0.6910666666666666,0.3333333333333333,0.3333333333333333,,2.0,,,,2.0,,,0.6666666666666666,3.0,3.0,,,,,3.0,3.0,4.0,2.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,1.1666666666666667,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.68375,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-1628386-201960,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, Jarrett Allen, DeMarre Carroll","Russell, Graham, LeVert, Allen, Carroll",1626156-1626203-1627747-1628386-201960,BKN,235.0,1,4.0,-2.0,9.0,9.0,18.0,,,,1.0,1.0,9.0,11.0,,,,,3.0,,6.0,4.0,4.0,6.0,2.0,3.0,,,2.0,1.0,1.0,9.0,,,,0.5,0.5625,0.125,1.0,1.0,1.0,110.29787234042554,14.777777777777779,11.333333333333334,13.777777777777779,11.333333333333334,,,,,0.5,,0.483825,0.125,0.14285714285714285,23.6,5.0,,1.0,2.0,5.0,,,0.5555555555555556,2.0,3.0,,1.0,2.0,3.0,4.0,7.0,6.0,2.0,3.0,1.0,2.0,0.75,0.75,0.5714285714285714,0.375,0.6666666666666666,1.0,0.5,0.125,,,0.375,0.6666666666666666,0.6666666666666666,1.0,8.557142857142857,2.0,,,1.0,,1.0,,2.0,,2.0,,,,,,,,,,0.14285714285714285,0.3333333333333333,,0.6666666666666666,0.5,1.0,,,,0.125,,,,,,1.0,1.0,0.3333333333333333,,,,1.0,2.0,2.0,1.0,2.0,0.5,0.3333333333333333,0.3333333333333333,,,0.488,0.2222222222222222,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-1628386-203925,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, Jarrett Allen, Joe Harris","Russell, Graham, LeVert, Allen, Harris",1626156-1626203-1627747-1628386-203925,BKN,74.0,1,1.0,,3.0,4.0,7.0,,,,,,6.0,6.0,,,,,2.0,,4.0,,1.0,1.0,,,1.0,,1.0,,,6.0,,,,1.0,1.0,,,1.0,,136.2162162162162,8.333333333333334,12.25,8.333333333333334,12.25,,,,,0.6666666666666666,,0.6287,,,,,1.0,,,,1.0,,,2.0,2.0,1.0,1.0,,,3.0,3.0,4.0,2.0,2.0,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,,,2.533333333333333,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-201960-202334,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, DeMarre Carroll, Ed Davis","Russell, Graham, LeVert, Carroll, Davis",1626156-1626203-1627747-201960-202334,BKN,418.0,3,7.0,-4.0,15.0,15.0,30.0,1.0,1.0,1.0,2.0,5.0,18.0,22.0,3.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,2.0,7.0,,,2.0,,4.0,6.0,3.0,14.0,1.0,0.5,0.5,0.38235294117647056,0.45,0.11764705882352941,0.5,0.4,0.5,103.34928229665071,15.0,12.866666666666667,13.733333333333333,12.8,0.058823529411764705,1.0,1.0,1.0,0.6470588235294118,1.0,0.5220823529411766,0.15,0.16666666666666666,24.9,,1.0,,,,0.3333333333333333,0.3333333333333333,,2.0,9.0,3.0,5.0,,1.0,5.0,15.0,4.0,6.0,2.0,1.0,,0.4,0.4,0.3333333333333333,0.5294117647058824,0.2222222222222222,0.2222222222222222,0.5,0.29411764705882354,0.6,0.6,0.058823529411764705,,,,5.466666666666667,4.0,3.0,,1.0,4.0,,,5.0,,5.0,2.0,1.0,1.0,,,,,,,,,,0.5,0.45454545454545453,0.42857142857142855,,,,0.058823529411764705,,,,0.75,0.541775,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,0.3333333333333333,1.0,2.0,4.0,2.0,1.0,0.25,0.25,0.4,1.0,0.18181818181818182,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1627747-202334-203925,1610612751,"D'Angelo Russell, Treveon Graham, Caris LeVert, Ed Davis, Joe Harris","Russell, Graham, LeVert, Davis, Harris",1626156-1626203-1627747-202334-203925,BKN,82.0,1,1.0,1.0,2.0,2.0,4.0,,,,,,4.0,3.0,,,,,1.0,,2.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,4.0,,,,1.0,1.0,,,1.0,,70.2439024390244,20.0,21.0,20.0,21.0,,,,,1.0,,0.62565,0.5,0.5,,2.0,1.0,,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,1.0,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,1.15,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.62565,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-1628386-203915-203925,1610612751,"D'Angelo Russell, Treveon Graham, Jarrett Allen, Spencer Dinwiddie, Joe Harris","Russell, Graham, Allen, Dinwiddie, Harris",1626156-1626203-1628386-203915-203925,BKN,740.0,4,12.0,-3.0,28.0,28.0,56.0,2.0,6.0,2.0,8.0,3.0,31.0,34.0,6.0,6.0,2.0,2.0,8.0,2.0,18.0,5.0,11.0,17.0,4.0,7.0,10.0,2.0,5.0,4.0,3.0,26.0,1.0,0.25,0.25,0.5384615384615384,0.5740740740740741,0.3076923076923077,0.8333333333333334,0.6111111111111112,0.8333333333333334,108.97297297297297,12.142857142857142,14.285714285714286,11.571428571428571,13.428571428571429,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.6153846153846154,0.3333333333333333,0.51,0.1111111111111111,0.15789473684210525,24.825,2.0,6.0,1.0,,2.0,0.5,0.6666666666666666,0.07142857142857142,5.0,8.0,3.0,5.0,3.0,5.0,11.0,18.0,12.0,10.0,6.0,3.0,1.0,0.5454545454545454,0.6,0.6111111111111112,0.3076923076923077,0.625,0.625,0.6,0.19230769230769232,0.6,0.6,0.19230769230769232,0.6,0.6,0.3333333333333333,7.588888888888889,3.0,2.0,,2.0,2.0,,,2.0,,6.0,2.0,2.0,,5.0,,,,1.0,1.0,,,,0.2857142857142857,0.38461538461538464,0.3333333333333333,0.4444444444444444,,1.0,0.07692307692307693,,,,0.4,0.603575,3.0,3.0,0.42857142857142855,7.0,,,,,3.0,2.0,3.0,,0.75,0.75,,,0.5682,0.0967741935483871,,2.0,,,0.5,,2.0,,0.6666666666666666,1.0,,5.0,,1.0,0.5,0.5,0.5,,,0.16129032258064516,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.25,1.0,0.5,0.2,0.4,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-201162-203915-203925,1610612751,"D'Angelo Russell, Treveon Graham, Jared Dudley, Spencer Dinwiddie, Joe Harris","Russell, Graham, Dudley, Dinwiddie, Harris",1626156-1626203-201162-203915-203925,BKN,202.0,1,3.0,3.0,7.0,6.0,13.0,,,,,3.0,7.0,4.0,,,,,1.0,,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,,,,0.3333333333333333,0.4375,,1.0,1.0,1.0,92.67326732673267,15.142857142857142,16.0,15.0,16.0,,,,,0.16666666666666666,,0.38445,0.14285714285714285,0.14285714285714285,,5.0,1.0,,1.0,5.0,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,5.0,,,2.0,6.0,2.0,2.0,1.0,1.0,,0.5,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.8333333333333334,0.2,0.2,,,,,6.383333333333333,2.0,,,,1.0,,,2.0,,2.0,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.4308,,,,,1.0,1.0,1.0,4.0,4.0,,4.0,0.25,0.25,0.4,0.25,1.0,0.387125,0.5714285714285714,,,,,0.5,,,,,1.0,2.0,4.0,2.0,,1.0,1.0,1.0,,0.5,0.5714285714285714,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
1626156-1626203-201960-202334-203925,1610612751,"D'Angelo Russell, Treveon Graham, DeMarre Carroll, Ed Davis, Joe Harris","Russell, Graham, Carroll, Davis, Harris",1626156-1626203-201960-202334-203925,BKN,38.0,1,1.0,,1.0,2.0,3.0,,,,,,2.0,2.0,,,,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,113.6842105263158,8.0,15.0,8.0,8.0,,,,,1.0,,0.5679,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.9,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2019,2018-19,True
