EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,LongMidRangeFGA,BadPassTurnovers,SecondChanceTurnovers,LongMidRangePctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,AtRimFGM,AtRimFGA,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG3A,FtPoints,Points,SecondChanceFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,Steals,LostBallSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,PenaltyOffPossExcludingTakeFouls,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,SelfOReb,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,ShortMidRangeAssists,BadPassSteals,DeadBallTurnovers,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Loose Ball Fouls,PenaltyAtRimFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,PtsUnassisted3s,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,BadPassOutOfBoundsTurnovers,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,BlockedLongMidRange,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,team_id,year,season,team_vs
1628990-1629060-201566-202397-203078,1610612764,"Chandler Hutchison, Rui Hachimura, Russell Westbrook, Ish Smith, Bradley Beal","Hutchison, Hachimura, Westbrook, Smith, Beal",1628990-1629060-201566-202397-203078,WAS,54.0,1,1.0,-3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,106.66666666666666,15.5,11.5,11.5,11.5,1.0,0.39953333333333335,0.3792,11.633333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629060-201577-202397-203078,1610612764,"Chandler Hutchison, Rui Hachimura, Robin Lopez, Ish Smith, Bradley Beal","Hutchison, Hachimura, Lopez, Smith, Beal",1628990-1629060-201577-202397-203078,WAS,49.0,1,1.0,-1.0,2.0,2.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,117.55102040816327,13.0,11.5,12.5,11.5,,0.4497,,16.6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629060-202397-203078-203526,1610612764,"Chandler Hutchison, Rui Hachimura, Ish Smith, Bradley Beal, Raul Neto","Hutchison, Hachimura, Smith, Beal, Neto",1628990-1629060-202397-203078-203526,WAS,17.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629655-201566-202397-202722,1610612764,"Chandler Hutchison, Daniel Gafford, Russell Westbrook, Ish Smith, Davis Bertans","Hutchison, Gafford, Westbrook, Smith, Bertans",1628990-1629655-201566-202397-202722,WAS,228.0,1,4.0,-3.0,8.0,7.0,1.0,15.0,2.0,5.0,8.0,,,,,2.0,1.0,3.0,,,,1.0,2.0,,,,,,0.5,0.16666666666666666,,,94.73684210526316,11.625,19.285714285714285,10.5,19.0,0.25,0.52813125,,6.540000000000001,6.0,1.0,,,,,,0.125,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.5,0.5,0.4,0.25,0.2777777777777778,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,1.0,1.0,0.375,1.0,0.625,0.1111111111111111,0.16666666666666666,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-1629655-202397-202722-203078,1610612764,"Chandler Hutchison, Daniel Gafford, Ish Smith, Davis Bertans, Bradley Beal","Hutchison, Gafford, Smith, Bertans, Beal",1628990-1629655-202397-202722-203078,WAS,44.0,1,1.0,-3.0,2.0,2.0,,4.0,,,4.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,130.9090909090909,10.0,12.0,10.0,12.0,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1628990-201566-201577-203078-203526,1610612764,"Chandler Hutchison, Russell Westbrook, Robin Lopez, Bradley Beal, Raul Neto","Hutchison, Westbrook, Lopez, Beal, Neto",1628990-201566-201577-203078-203526,WAS,17.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,17.0,,17.0,,,0.2997,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,27.3,1.0,1.0,1.0,1.0,1.0,0.2997,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1629060-1629067-201566-202397-202722,1610612764,"Rui Hachimura, Isaac Bonga, Russell Westbrook, Ish Smith, Davis Bertans","Hachimura, Bonga, Westbrook, Smith, Bertans",1629060-1629067-201566-202397-202722,WAS,21.0,1,,-2.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,6.0,15.0,6.0,15.0,,0.3807,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,24.5,1.0,,1.0,1.0,,0.3807,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1629060-1629655-1629726-201566-203078,1610612764,"Rui Hachimura, Daniel Gafford, Garrison Mathews, Russell Westbrook, Bradley Beal","Hachimura, Gafford, Mathews, Westbrook, Beal",1629060-1629655-1629726-201566-203078,WAS,80.0,1,1.0,-2.0,3.0,4.0,1.0,7.0,1.0,2.0,7.0,,,1.0,,1.0,1.0,2.0,,,,,3.0,,,,,1.0,,1.0,,,126.0,15.0,8.75,14.333333333333334,8.75,0.5,0.48285,,7.2,4.0,,,,,,,,,1.0,,,,1.0,,3.0,5.0,,,2.0,,,,,,,,,1.0,,,2.0,4.0,1.0,4.0,,,0.5,0.5,0.625,,,,1.0,,,,,0.5,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,3.0,,,3.0,,0.48285,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,0.5,0.5,0.5,0.625,1.0,1.0,1.0,1.0,0.5,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1629060-1629655-1630264-201566-203078,1610612764,"Rui Hachimura, Daniel Gafford, Anthony Gill, Russell Westbrook, Bradley Beal","Hachimura, Gafford, Gill, Westbrook, Beal",1629060-1629655-1630264-201566-203078,WAS,38.0,1,1.0,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,37.89473684210527,16.0,,16.0,,,0.4307,,16.8,,1.0,,,,,,1.0,,,1.0,,,1.0,,,2.0,,2.0,,,,1.0,1.0,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,0.4307,1.0,,,,,,,,,1.0,1.0,,2.0,,,2.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1629060-1629655-201566-202397-203078,1610612764,"Rui Hachimura, Daniel Gafford, Russell Westbrook, Ish Smith, Bradley Beal","Hachimura, Gafford, Westbrook, Smith, Beal",1629060-1629655-201566-202397-203078,WAS,671.0,3,11.0,-1.0,20.0,23.0,2.0,43.0,4.0,16.0,24.0,3.0,2.0,3.0,4.0,6.0,4.0,10.0,2.0,2.0,3.0,2.0,3.0,0.125,0.5,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5,0.4444444444444444,0.5,0.5,92.28017883755588,13.2,17.695652173913043,11.85,17.304347826086957,0.2222222222222222,0.5239083333333334,0.5169333333333334,10.01875,,7.0,,,,0.5,1.0,0.3888888888888889,4.0,5.0,3.0,1.0,1.0,9.0,2.0,5.0,23.0,1.0,10.0,8.0,1.0,,5.0,5.0,2.0,10.0,1.0,2.0,,3.0,1.0,10.0,9.0,6.0,20.0,0.5555555555555556,0.625,0.5625,0.5,0.5476190476190477,0.1111111111111111,,,,0.3333333333333333,0.5,1.0,0.4,0.2777777777777778,0.8,0.8,0.5,0.42857142857142855,0.42857142857142855,0.05555555555555555,0.25,0.3888888888888889,0.2857142857142857,0.3157894736842105,25.4,3.0,,1.0,3.0,,0.51855,0.15,1.0,1.0,0.05555555555555555,1.0,,2.0,1.0,3.0,,,,,,,,,,,,0.375,,,,0.5,1.0,,0.13043478260869565,,1.0,0.3333333333333333,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1629060-1629655-201566-202397-203526,1610612764,"Rui Hachimura, Daniel Gafford, Russell Westbrook, Ish Smith, Raul Neto","Hachimura, Gafford, Westbrook, Smith, Neto",1629060-1629655-201566-202397-203526,WAS,22.0,1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
1629060-1629655-201566-202722-203078,1610612764,"Rui Hachimura, Daniel Gafford, Russell Westbrook, Davis Bertans, Bradley Beal","Hachimura, Gafford, Westbrook, Bertans, Beal",1629060-1629655-201566-202722-203078,WAS,1316.0,4,22.0,-6.0,43.0,47.0,4.0,90.0,7.0,24.0,53.0,4.0,3.0,4.0,6.0,18.0,6.0,24.0,7.0,3.0,10.0,5.0,15.0,0.125,0.2857142857142857,0.7,0.46153846153846156,0.3333333333333333,0.5769230769230769,0.3333333333333333,0.5,0.2857142857142857,98.48024316109422,12.883720930232558,16.21276595744681,12.651162790697674,14.808510638297872,0.19444444444444445,0.5159944444444444,0.59565,9.225,20.0,9.0,4.0,1.0,,,0.6,0.25,6.0,8.0,5.0,7.0,,12.0,12.0,5.0,47.0,,12.0,12.0,7.0,,6.0,12.0,4.0,30.0,2.0,9.0,3.0,4.0,2.0,10.0,8.0,3.0,44.0,0.5,0.5454545454545454,0.5,0.5833333333333334,0.5875,0.3333333333333333,,,1.0,0.6923076923076923,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.75,0.8571428571428571,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.19444444444444445,,0.5555555555555556,0.07692307692307693,0.1111111111111111,25.308333333333334,17.0,4.0,6.0,17.0,0.26666666666666666,0.5172966666666666,0.3953488372093023,5.0,2.0,0.1388888888888889,0.13333333333333333,4.0,1.0,1.0,3.0,6.0,9.0,2.0,20.0,1.0,1.0,20.0,1.0,1.0,0.6666666666666666,0.6,0.3,0.5882352941176471,0.5,0.06666666666666667,0.14285714285714285,0.2,0.26666666666666666,0.06382978723404255,0.425531914893617,1.0,0.2,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,,1.0,1.0,,6.0,1.0,6.0,2.0,0.25,0.25,0.3333333333333333,1.0,0.75,0.3333333333333333,,3.0,2.0,4.0,2.0,6.0,2.0,18.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,0.5,0.3333333333333333,0.5,0.125,1.0,1.0,0.4,0.4,1.0,0.5714285714285714,0.5714285714285714,1.0,0.75,0.5,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2021,2020-21,False
